oxigenio_dissolvido,coliformes_termotolerantes,pH,temperatura_agua,nitrogenio_total,fosforo_total,turbidez,solidos_totais,classe
4.225,0.0,0.0,0.0,0.0,0.10325,28.63,0.0,boa
4.675,0.0,0.0,0.0,0.0,0.3125,32.2,0.0,boa
3.875,0.0,0.0,0.0,0.0,0.09,37.015,0.0,boa
4.75,0.0,0.0,0.0,0.0,0.715,10.4275,0.0,boa
6.825,0.0,0.0,0.0,0.0,0.025,6.96,0.0,boa
6.7,0.0,0.0,0.0,0.0,0.075,77.5,0.0,boa
8.35,0.0,0.0,0.0,0.0,0.14,3.6525,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.07,54.745,0.0,boa
7.175,0.0,0.0,0.0,0.0,0.1325,205.275,0.0,boa
7.625,0.0,0.0,0.0,0.0,0.0775,248.23,0.0,boa
7.225,0.0,0.0,0.0,0.0,0.1,226.95,0.0,boa
6.325,0.0,0.0,0.0,0.0,0.025,3.95,0.0,otima
6.925,0.0,0.0,0.0,0.0,0.0825,81.475,0.0,boa
7.366667,0.0,0.0,0.0,0.0,0.053333,86.006667,0.0,boa
7.166667,0.0,0.0,0.0,0.0,0.026667,82.043333,0.0,boa
5.725,0.0,0.0,0.0,0.0,0.2825,29.615,0.0,regular
4.575,0.0,0.0,0.0,0.0,0.09,70.37,0.0,boa
5.2,0.0,0.0,0.0,0.0,0.0625,23.34,0.0,boa
7.166667,0.0,0.0,0.0,0.0,0.026667,82.043333,0.0,boa
6.625,0.0,0.0,0.0,0.0,0.0175,6.8975,0.0,otima
6.9,0.0,0.0,0.0,0.0,0.08,223.725,0.0,boa
5.45,0.0,0.0,0.0,0.0,0.2025,190.9875,0.0,boa
6.725,0.0,0.0,0.0,0.0,0.04,18.235,0.0,otima
6.275,0.0,0.0,0.0,0.0,0.215,333.8625,0.0,boa
6.525,0.0,0.0,0.0,0.0,0.035,9.9225,0.0,boa
6.325,0.0,0.0,0.0,0.0,0.1275,8.61,0.0,boa
7.375,0.0,0.0,0.0,0.0,0.0825,103.525,0.0,boa
8.2,0.0,0.0,0.0,0.0,0.1175,100.65,0.0,boa
7.95,0.0,0.0,0.0,0.0,0.2,333.825,0.0,boa
7.8,0.0,0.0,0.0,0.0,0.11,171.725,0.0,boa
7.0,0.0,0.0,0.0,0.0,0.0725,166.6,0.0,boa
5.5,0.0,0.0,0.0,0.0,0.0375,16.6875,0.0,boa
5.375,0.0,0.0,0.0,0.0,0.0375,8.0425,0.0,boa
6.8,0.0,0.0,0.0,0.0,0.0425,26.975,0.0,boa
7.625,0.0,0.0,0.0,0.0,0.145,73.77,0.0,boa
6.875,0.0,0.0,0.0,0.0,0.1125,174.8125,0.0,boa
7.425,0.0,0.0,0.0,0.0,0.095,168.395,0.0,boa
4.7,0.0,0.0,0.0,0.0,0.0275,22.28,0.0,boa
6.75,0.0,0.0,0.0,0.0,0.0375,29.1325,0.0,boa
7.25,0.0,0.0,0.0,0.0,0.0475,34.71,0.0,boa
6.825,0.0,0.0,0.0,0.0,0.1075,162.5875,0.0,boa
7.175,0.0,0.0,0.0,0.0,0.1125,337.9875,0.0,boa
6.65,0.0,0.0,0.0,0.0,0.315,28.745,0.0,boa
5.15,0.0,0.0,0.0,0.0,0.215,96.83,0.0,boa
6.225,0.0,0.0,0.0,0.0,0.025,15.8325,0.0,boa
7.3,0.0,0.0,0.0,0.0,0.065,22.615,0.0,boa
7.525,0.0,0.0,0.0,0.0,0.07,17.7675,0.0,boa
7.275,0.0,0.0,0.0,0.0,0.06,34.965,0.0,boa
6.4,0.0,0.0,0.0,0.0,0.0675,143.56,0.0,boa
7.45,0.0,0.0,0.0,0.0,0.035,19.733333,0.0,boa
6.975,0.0,0.0,0.0,0.0,0.055,50.77,0.0,boa
7.25,0.0,0.0,0.0,0.0,0.05,24.4,0.0,boa
4.7,0.0,0.0,0.0,0.0,0.035,7.03,0.0,boa
6.0,0.0,0.0,0.0,0.0,0.042,4.2675,0.0,boa
7.0,0.0,0.0,0.0,0.0,0.13,162.1375,0.0,boa
7.1,0.0,0.0,0.0,0.0,0.095,11.805,0.0,boa
6.5,0.0,0.0,0.0,0.0,0.0625,41.175,0.0,boa
7.675,0.0,0.0,0.0,0.0,0.0375,32.865,0.0,boa
7.575,0.0,0.0,0.0,0.0,0.04,30.0475,0.0,boa
7.85,0.0,0.0,0.0,0.0,0.0325,30.0975,0.0,boa
6.825,0.0,0.0,0.0,0.0,0.0775,52.5,0.0,boa
6.4,0.0,0.0,0.0,0.0,0.1,4.575,0.0,boa
6.875,0.0,0.0,0.0,0.0,0.0675,41.88,0.0,boa
7.35,0.0,0.0,0.0,0.0,0.0925,285.2975,0.0,boa
7.025,0.0,0.0,0.0,0.0,0.0575,80.9,0.0,boa
7.3,0.0,0.0,0.0,0.0,0.1075,113.4525,0.0,boa
6.425,0.0,0.0,0.0,0.0,0.035,14.37,0.0,otima
6.425,0.0,0.0,0.0,0.0,0.085,59.9325,0.0,boa
7.025,0.0,0.0,0.0,0.0,0.08,267.185,0.0,boa
6.6,0.0,0.0,0.0,0.0,0.075,29.995,0.0,boa
7.05,0.0,0.0,0.0,0.0,0.0275,273.6075,0.0,boa
4.4,0.0,0.0,0.0,0.0,0.06,745.753333,0.0,boa
6.425,0.0,0.0,0.0,0.0,0.0675,106.985,0.0,boa
7.325,0.0,0.0,0.0,0.0,0.1025,245.25,0.0,boa
7.25,0.0,0.0,0.0,0.0,0.075,200.3275,0.0,boa
1.025,0.0,0.0,0.0,0.0,0.805,13.9875,0.0,ruim
6.875,0.0,0.0,0.0,0.0,0.0775,222.49,0.0,boa
6.6,0.0,0.0,0.0,0.0,0.07,9.6175,0.0,boa
6.475,0.0,0.0,0.0,0.0,0.065,123.0975,0.0,boa
7.125,0.0,0.0,0.0,0.0,0.095,239.605,0.0,boa
7.425,0.0,0.0,0.0,0.0,0.11,252.18,0.0,boa
6.625,0.0,0.0,0.0,0.0,0.1025,62.9675,0.0,boa
5.225,0.0,0.0,0.0,0.0,0.145,18.8375,0.0,boa
6.9,0.0,0.0,0.0,0.0,0.085,221.1275,0.0,boa
5.925,0.0,0.0,0.0,0.0,0.0475,67.775,0.0,boa
7.225,0.0,0.0,0.0,0.0,0.0925,249.355,0.0,boa
6.525,0.0,0.0,0.0,0.0,0.06,41.2725,0.0,boa
2.85,0.0,0.0,0.0,0.0,0.0375,41.27,0.0,boa
6.875,0.0,0.0,0.0,0.0,0.0275,22.545,0.0,boa
6.3,0.0,0.0,0.0,0.0,0.0925,39.2475,0.0,boa
7.1,0.0,0.0,0.0,0.0,0.0225,12.5,0.0,boa
6.5,0.0,0.0,0.0,0.0,0.0475,50.275,0.0,boa
5.95,0.0,0.0,0.0,0.0,0.0375,4.83,0.0,boa
3.833333,0.0,0.0,0.0,0.0,0.076667,9.956667,0.0,boa
5.5,0.0,0.0,0.0,0.0,0.0275,8.41,0.0,boa
6.6,0.0,0.0,0.0,0.0,0.055,55.225,0.0,boa
7.033333,0.0,0.0,0.0,0.0,0.04,7.15,0.0,boa
6.775,0.0,0.0,0.0,0.0,0.095,50.775,0.0,boa
7.275,0.0,0.0,0.0,0.0,0.096667,77.25,0.0,boa
5.833333,0.0,0.0,0.0,0.0,0.054444,57.1,0.0,boa
8.375,0.0,0.0,0.0,0.0,0.05,52.75,0.0,boa
4.708333,0.0,0.0,0.0,0.0,0.101,89.583333,0.0,boa
7.825,0.0,0.0,0.0,0.0,0.113333,92.25,0.0,boa
7.55,0.0,0.0,0.0,0.0,0.093333,69.0,0.0,boa
1.96,0.0,0.0,0.0,0.0,0.577778,55.0,0.0,ruim
3.2875,0.0,0.0,0.0,0.0,0.881667,46.857143,0.0,regular
7.458333,0.0,0.0,0.0,0.0,0.014,4.916667,0.0,otima
7.95,0.0,0.0,0.0,0.0,0.033333,22.0,0.0,boa
6.983333,0.0,0.0,0.0,0.0,0.072222,29.416667,0.0,boa
7.683333,0.0,0.0,0.0,0.0,0.017,8.583333,0.0,otima
8.25,0.0,0.0,0.0,0.0,0.086667,33.5,0.0,boa
7.85,0.0,0.0,0.0,0.0,0.11,22.5,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.03,11.25,0.0,boa
7.25,0.0,0.0,0.0,0.0,0.1625,22.5,0.0,boa
7.45,0.0,0.0,0.0,0.0,0.0325,13.75,0.0,otima
6.95,0.0,0.0,0.0,0.0,0.1075,39.25,0.0,boa
7.125,0.0,0.0,0.0,0.0,0.085,41.25,0.0,otima
6.675,0.0,0.0,0.0,0.0,0.075,42.75,0.0,boa
8.975,0.0,0.0,0.0,0.0,0.03,26.0,0.0,boa
9.825,0.0,0.0,0.0,0.0,0.0275,12.25,0.0,otima
6.45,0.0,0.0,0.0,0.0,0.0375,21.0,0.0,boa
7.75,0.0,0.0,0.0,0.0,0.125,29.5,0.0,boa
8.15,0.0,0.0,0.0,0.0,0.055,31.0,0.0,boa
8.275,0.0,0.0,0.0,0.0,0.0275,20.0,0.0,boa
7.175,0.0,0.0,0.0,0.0,0.105,31.5,0.0,boa
6.7,0.0,0.0,0.0,0.0,0.063333,31.666667,0.0,boa
2.6,0.0,0.0,0.0,0.0,0.71,59.0,0.0,ruim
6.75,0.0,0.0,0.0,0.0,0.055,19.0,0.0,boa
4.18,0.0,0.0,0.0,0.0,0.142,56.25,0.0,regular
8.666667,0.0,0.0,0.0,0.0,0.01,14.666667,0.0,boa
5.22,0.0,0.0,0.0,0.0,0.092,14.08,0.0,boa
2.55,0.0,0.0,0.0,0.0,2.06,52.5,0.0,ruim
2.0,0.0,0.0,0.0,0.0,2.37,32.5,0.0,ruim
8.14,0.0,0.0,0.0,0.0,0.016,11.85,0.0,boa
5.0,0.0,0.0,0.0,0.0,0.295,22.0,0.0,regular
8.0,0.0,0.0,0.0,0.0,0.1,18.333333,0.0,boa
3.0,0.0,0.0,0.0,0.0,0.56,63.0,0.0,ruim
7.45,0.0,0.0,0.0,0.0,0.27,21.5,0.0,regular
0.8,0.0,0.0,0.0,0.0,1.8,23.5,0.0,ruim
1.9,0.0,0.0,0.0,0.0,1.85,72.333333,0.0,boa
1.9,0.0,0.0,0.0,0.0,1.85,72.333333,0.0,boa
2.3,0.0,0.0,0.0,0.0,0.65,22.5,0.0,regular
8.4,0.0,0.0,0.0,0.0,0.08,19.5,0.0,boa
3.0,0.0,0.0,0.0,0.0,0.295,19.0,0.0,regular
7.5,0.0,0.0,0.0,0.0,0.031667,25.333333,0.0,boa
4.05,0.0,0.0,0.0,0.0,0.85,36.0,0.0,ruim
8.7,0.0,0.0,0.0,0.0,0.015,18.0,0.0,otima
6.35,0.0,0.0,0.0,0.0,0.3,24.0,0.0,regular
1.1,0.0,0.0,0.0,0.0,1.725,68.5,0.0,pessima
2.2,0.0,0.0,0.0,0.0,4.26,97.5,0.0,pessima
1.1,0.0,0.0,0.0,0.0,3.1,25.5,0.0,ruim
4.15,0.0,0.0,0.0,0.0,0.95,252.0,0.0,ruim
7.033333,0.0,0.0,0.0,0.0,0.035,19.666667,0.0,boa
1.666667,0.0,0.0,0.0,0.0,3.066667,112.666667,0.0,pessima
5.8,0.0,0.0,0.0,0.0,0.2,24.666667,0.0,boa
8.45,0.0,0.0,0.0,0.0,0.04875,25.5,0.0,boa
7.56,0.0,0.0,0.0,0.0,0.065,26.0,0.0,boa
5.425,0.0,0.0,0.0,0.0,0.326667,35.333333,0.0,regular
6.533333,0.0,0.0,0.0,0.0,0.42,18.333333,0.0,boa
8.28,0.0,0.0,0.0,0.0,0.068,36.4,0.0,boa
6.333333,0.0,0.0,0.0,0.0,0.383333,23.666667,0.0,regular
5.4,0.0,0.0,0.0,0.0,0.48,76.5,0.0,ruim
7.35,0.0,0.0,0.0,0.0,0.53,27.0,0.0,regular
7.35,0.0,0.0,0.0,0.0,0.53,27.0,0.0,regular
3.65,0.0,0.0,0.0,0.0,0.055,28.0,0.0,ruim
3.65,0.0,0.0,0.0,0.0,0.055,28.0,0.0,ruim
6.1,0.0,0.0,0.0,0.0,1.16,240.0,0.0,ruim
6.94,0.0,0.0,0.0,0.0,0.128,37.4,0.0,boa
4.1,0.0,0.0,0.0,0.0,2.075,28.0,0.0,ruim
7.1,0.0,0.0,0.0,0.0,0.195,25.5,0.0,regular
7.78,0.0,0.0,0.0,0.0,0.043,29.8,0.0,boa
8.12,0.0,0.0,0.0,0.0,0.034,25.8,0.0,boa
7.36,0.0,0.0,0.0,0.0,0.14375,9.28,0.0,boa
8.166667,0.0,0.0,0.0,0.0,0.103333,24.0,0.0,boa
8.15,0.0,0.0,0.0,0.0,0.035,16.5,0.0,boa
5.08,0.0,0.0,0.0,0.0,0.015,2.005,0.0,boa
5.42,0.0,0.0,0.0,0.0,0.15,2.285,0.0,boa
7.533333,0.0,0.0,0.0,0.0,0.1,86.633333,0.0,boa
3.585,0.0,0.0,0.0,0.0,0.14,1.735,0.0,regular
7.683333,0.0,0.0,0.0,0.0,0.041667,7.733333,0.0,boa
6.761667,0.0,0.0,0.0,0.0,0.03,5.458333,0.0,boa
6.273333,0.0,0.0,0.0,0.0,0.058333,4.538333,0.0,boa
7.32,0.0,0.0,0.0,0.0,0.061833,2.936667,0.0,otima
6.455,0.0,0.0,0.0,0.0,1.04,4.435,0.0,boa
4.465,0.0,0.0,0.0,0.0,1.813333,5.56,0.0,regular
6.386667,0.0,0.0,0.0,0.0,1.013333,4.706667,0.0,boa
10.083333,0.0,0.0,0.0,0.0,0.088333,12.75,0.0,boa
5.2,0.0,0.0,0.0,0.0,0.08,5.575,0.0,boa
6.283333,0.0,0.0,0.0,0.0,0.078333,12.416667,0.0,boa
7.24,0.0,0.0,0.0,0.0,0.085,5.75,0.0,boa
8.66,0.0,0.0,0.0,0.0,0.026,18.62,0.0,boa
8.683333,0.0,0.0,0.0,0.0,0.048333,6.316667,0.0,otima
4.53,0.0,0.0,0.0,0.0,0.285,18.5,0.0,boa
6.65,0.0,0.0,0.0,0.0,0.04,3.75,0.0,boa
8.65,0.0,0.0,0.0,0.0,0.063333,5.525,0.0,otima
7.19,0.0,0.0,0.0,0.0,0.055,4.45,0.0,boa
4.615,0.0,0.0,0.0,0.0,0.015,2.165,0.0,boa
7.2,0.0,0.0,0.0,0.0,0.135,19.15,0.0,boa
6.43,0.0,0.0,0.0,0.0,0.045,5.15,0.0,boa
7.566667,0.0,0.0,0.0,0.0,0.056667,1.691667,0.0,otima
8.6,0.0,0.0,0.0,0.0,0.02,4.025,0.0,boa
3.316667,0.0,0.0,0.0,0.0,0.161667,6.07,0.0,boa
7.9,0.0,0.0,0.0,0.0,0.086667,5.2,0.0,boa
4.833333,0.0,0.0,0.0,0.0,0.095,4.916667,0.0,boa
9.166667,0.0,0.0,0.0,0.0,0.081667,4.575,0.0,otima
7.5,0.0,0.0,0.0,0.0,0.066667,55.333333,0.0,boa
4.883333,0.0,0.0,0.0,0.0,0.206667,8.95,0.0,boa
1.933333,0.0,0.0,0.0,0.0,0.678333,12.633333,0.0,regular
8.05,0.0,0.0,0.0,0.0,0.0275,10.725,0.0,boa
0.816667,0.0,0.0,0.0,0.0,1.231667,22.2,0.0,ruim
6.17,0.0,0.0,0.0,0.0,0.08,36.0,0.0,boa
7.383333,0.0,0.0,0.0,0.0,0.056667,1.616667,0.0,boa
1.975,0.0,0.0,0.0,0.0,0.08,30.0,0.0,regular
8.216667,0.0,0.0,0.0,0.0,0.061667,4.1,0.0,otima
7.833333,0.0,0.0,0.0,0.0,0.045,6.085,0.0,boa
7.94,0.0,0.0,0.0,0.0,0.05,26.85,0.0,boa
7.45,0.0,0.0,0.0,0.0,0.19,32.5,0.0,boa
0.39,0.0,0.0,0.0,0.0,1.765,17.025,0.0,pessima
0.516667,0.0,0.0,0.0,0.0,2.223333,20.358333,0.0,pessima
1.94,0.0,0.0,0.0,0.0,0.36,10.583333,0.0,regular
3.56,0.0,0.0,0.0,0.0,0.562,8.59,0.0,ruim
7.083333,0.0,0.0,0.0,0.0,0.041667,32.5,0.0,boa
8.766667,0.0,0.0,0.0,0.0,0.036667,13.225,0.0,otima
7.725,0.0,0.0,0.0,0.0,0.025,4.35,0.0,boa
2.983333,0.0,0.0,0.0,0.0,1.57,7.366667,0.0,regular
5.6,0.0,0.0,0.0,0.0,0.063333,7.308333,0.0,boa
5.65,0.0,0.0,0.0,0.0,0.046667,3.77,0.0,boa
6.383333,0.0,0.0,0.0,0.0,0.096667,96.166667,0.0,boa
5.55,0.0,0.0,0.0,0.0,0.078333,6.6,0.0,boa
3.783333,0.0,0.0,0.0,0.0,0.465,11.758333,0.0,regular
0.075,0.0,0.0,0.0,0.0,2.148333,18.266667,0.0,pessima
0.075,0.0,0.0,0.0,0.0,1.991667,27.241667,0.0,pessima
0.53,0.0,0.0,0.0,0.0,1.483333,30.851667,0.0,ruim
1.112833,0.0,0.0,0.0,0.0,1.263333,22.771667,0.0,ruim
0.195,0.0,0.0,0.0,0.0,2.513333,28.033333,0.0,pessima
0.095,0.0,0.0,0.0,0.0,2.305,28.725,0.0,pessima
0.716667,0.0,0.0,0.0,0.0,0.425,10.54,0.0,ruim
0.023333,0.0,0.0,0.0,0.0,0.96,17.016667,0.0,ruim
0.89,0.0,0.0,0.0,0.0,2.475,35.291667,0.0,ruim
4.95,0.0,0.0,0.0,0.0,0.08,15.0,0.0,boa
5.7,0.0,0.0,0.0,0.0,0.04,15.0,0.0,boa
8.616667,0.0,0.0,0.0,0.0,0.021667,10.266667,0.0,boa
7.65,0.0,0.0,0.0,0.0,0.03,3.7,0.0,boa
1.228333,0.0,0.0,0.0,0.0,1.181667,104.673333,0.0,ruim
7.805,0.0,0.0,0.0,0.0,0.02,2.65,0.0,boa
8.86,0.0,0.0,0.0,0.0,0.026,3.402,0.0,boa
0.195,0.0,0.0,0.0,0.0,2.138333,32.03,0.0,ruim
7.113333,0.0,0.0,0.0,0.0,0.031667,9.353333,0.0,otima
4.25,0.0,0.0,0.0,0.0,0.02,3.6,0.0,boa
5.25,0.0,0.0,0.0,0.0,0.03,11.016667,0.0,boa
7.83,0.0,0.0,0.0,0.0,0.096667,10.4,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.011667,4.95,0.0,otima
5.731667,0.0,0.0,0.0,0.0,0.093333,35.658333,0.0,boa
5.316667,0.0,0.0,0.0,0.0,0.0385,32.9,0.0,boa
3.6,0.0,0.0,0.0,0.0,0.04,7.353333,0.0,boa
7.583333,0.0,0.0,0.0,0.0,0.028333,11.333333,0.0,otima
6.055556,0.0,0.0,0.0,0.0,0.143333,17.516667,0.0,boa
5.833333,0.0,0.0,0.0,0.0,0.033333,102.483333,0.0,regular
2.05,0.0,0.0,0.0,0.0,0.081667,22.616667,0.0,regular
2.766667,0.0,0.0,0.0,0.0,0.076667,20.95,0.0,boa
5.383333,0.0,0.0,0.0,0.0,0.086667,25.783333,0.0,boa
1.63,0.0,0.0,0.0,0.0,0.07,24.433333,0.0,regular
7.316667,0.0,0.0,0.0,0.0,0.015,6.1,0.0,boa
4.266667,0.0,0.0,0.0,0.0,0.063333,21.35,0.0,boa
7.383333,0.0,0.0,0.0,0.0,0.053,66.0,0.0,boa
4.25,0.0,0.0,0.0,0.0,0.085,49.0,0.0,boa
4.016667,0.0,0.0,0.0,0.0,0.125,41.5,0.0,regular
4.3,0.0,0.0,0.0,0.0,0.075,52.0,0.0,boa
7.316667,0.0,0.0,0.0,0.0,0.016333,9.175,0.0,otima
7.75,0.0,0.0,0.0,0.0,0.033333,5.383333,0.0,otima
6.883333,0.0,0.0,0.0,0.0,0.071667,82.0,0.0,boa
8.825,0.0,0.0,0.0,0.0,0.0875,27.7825,0.0,boa
7.983333,0.0,0.0,0.0,0.0,0.033333,4.3,0.0,otima
7.675,0.0,0.0,0.0,0.0,0.125,28.9,0.0,boa
7.8,0.0,0.0,0.0,0.0,0.141667,30.341667,0.0,boa
6.745455,0.0,0.0,0.0,0.0,0.201818,15.62,0.0,boa
7.916667,0.0,0.0,0.0,0.0,0.085,28.433333,0.0,boa
1.55,0.0,0.0,0.0,0.0,2.495,35.0,0.0,ruim
6.72,0.0,0.0,0.0,0.0,0.128,27.95,0.0,boa
5.016667,0.0,0.0,0.0,0.0,0.101667,44.166667,0.0,boa
6.2,0.0,0.0,0.0,0.0,0.095,44.166667,0.0,boa
6.7,0.0,0.0,0.0,0.0,0.1625,78.075,0.0,boa
7.258333,0.0,0.0,0.0,0.0,0.124167,34.458333,0.0,boa
6.483333,0.0,0.0,0.0,0.0,0.065,18.333333,0.0,boa
8.275,0.0,0.0,0.0,0.0,0.0175,2.5275,0.0,boa
4.833333,0.0,0.0,0.0,0.0,3.053333,61.633333,0.0,regular
4.433333,0.0,0.0,0.0,0.0,1.173333,29.866667,0.0,regular
6.616667,0.0,0.0,0.0,0.0,0.111667,91.5,0.0,boa
5.583333,0.0,0.0,0.0,0.0,0.161667,32.5,0.0,boa
4.716667,0.0,0.0,0.0,0.0,0.093333,20.0,0.0,regular
8.0,0.0,0.0,0.0,0.0,0.14,65.925,0.0,boa
5.533333,0.0,0.0,0.0,0.0,0.085,22.5,0.0,boa
5.466667,0.0,0.0,0.0,0.0,0.153333,25.833333,0.0,boa
2.65,0.0,0.0,0.0,0.0,1.428333,30.0,0.0,ruim
6.966667,0.0,0.0,0.0,0.0,0.246667,10.926667,0.0,boa
6.733333,0.0,0.0,0.0,0.0,0.373333,11.066667,0.0,boa
7.133333,0.0,0.0,0.0,0.0,0.29,10.083333,0.0,boa
8.416667,0.0,0.0,0.0,0.0,0.076667,27.5,0.0,boa
4.233333,0.0,0.0,0.0,0.0,0.156667,2.073333,0.0,boa
6.325,0.0,0.0,0.0,0.0,0.065,15.785,0.0,boa
7.718182,0.0,0.0,0.0,0.0,0.100909,63.022727,0.0,boa
7.790909,0.0,0.0,0.0,0.0,0.074545,30.231818,0.0,boa
6.725,0.0,0.0,0.0,0.0,0.155,69.725,0.0,boa
7.481818,0.0,0.0,0.0,0.0,0.118182,23.289091,0.0,boa
7.225,0.0,0.0,0.0,0.0,0.07,20.2025,0.0,boa
7.1,0.0,0.0,0.0,0.0,0.135,53.075,0.0,boa
0.133333,0.0,0.0,0.0,0.0,8.508333,59.0,0.0,pessima
7.563636,0.0,0.0,0.0,0.0,0.075455,25.733636,0.0,boa
7.625,0.0,0.0,0.0,0.0,0.0725,15.1325,0.0,boa
2.283333,0.0,0.0,0.0,0.0,0.778333,27.5,0.0,regular
5.833333,0.0,0.0,0.0,0.0,0.135,26.666667,0.0,boa
8.175,0.0,0.0,0.0,0.0,0.0575,25.505,0.0,boa
6.4,0.0,0.0,0.0,0.0,0.0675,15.945,0.0,boa
6.0,0.0,0.0,0.0,0.0,0.1875,68.275,0.0,boa
7.433333,0.0,0.0,0.0,0.0,0.068333,17.75,0.0,boa
7.025,0.0,0.0,0.0,0.0,0.0225,10.3375,0.0,boa
7.583333,0.0,0.0,0.0,0.0,0.073333,42.5,0.0,boa
6.083333,0.0,0.0,0.0,0.0,0.188333,60.333333,0.0,boa
8.1,0.0,0.0,0.0,0.0,0.06,23.9625,0.0,boa
8.375,0.0,0.0,0.0,0.0,0.0475,26.5975,0.0,boa
7.975,0.0,0.0,0.0,0.0,0.0425,20.5925,0.0,boa
6.754545,0.0,0.0,0.0,0.0,0.113636,47.18,0.0,boa
7.65,0.0,0.0,0.0,0.0,0.075,20.7425,0.0,boa
4.916667,0.0,0.0,0.0,0.0,0.486667,9.75,0.0,regular
6.316667,0.0,0.0,0.0,0.0,0.12,29.166667,0.0,boa
6.309091,0.0,0.0,0.0,0.0,0.126364,25.52,0.0,boa
6.745455,0.0,0.0,0.0,0.0,0.122727,31.790909,0.0,boa
7.383333,0.0,0.0,0.0,0.0,0.143333,33.333333,0.0,boa
8.125,0.0,0.0,0.0,0.0,0.0375,22.91,0.0,boa
6.672727,0.0,0.0,0.0,0.0,0.119091,48.67,0.0,boa
7.15,0.0,0.0,0.0,0.0,0.035,21.225,0.0,boa
7.45,0.0,0.0,0.0,0.0,0.155,16.6225,0.0,boa
7.433333,0.0,0.0,0.0,0.0,0.113333,32.5,0.0,boa
6.4,0.0,0.0,0.0,0.0,0.117,35.33,0.0,boa
7.475,0.0,0.0,0.0,0.0,0.055,23.7775,0.0,boa
3.625,0.0,0.0,0.0,0.0,0.265,35.725,0.0,regular
7.4,0.0,0.0,0.0,0.0,0.105,64.75,0.0,boa
6.175,0.0,0.0,0.0,0.0,0.11,13.16,0.0,boa
6.55,0.0,0.0,0.0,0.0,0.12,32.5,0.0,boa
6.775,0.0,0.0,0.0,0.0,0.0575,22.325,0.0,boa
7.325,0.0,0.0,0.0,0.0,0.09,52.675,0.0,boa
7.775,0.0,0.0,0.0,0.0,0.055,23.1675,0.0,boa
6.15,0.0,0.0,0.0,0.0,0.07,57.8,0.0,boa
6.825,0.0,0.0,0.0,0.0,0.0825,45.29,0.0,boa
7.975,0.0,0.0,0.0,0.0,0.0775,28.475,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.085,99.66,0.0,boa
6.875,0.0,0.0,0.0,0.0,0.08,51.475,0.0,boa
7.05,0.0,0.0,0.0,0.0,0.055,38.6375,0.0,boa
6.966667,0.0,0.0,0.0,0.0,0.048333,23.833333,0.0,boa
7.225,0.0,0.0,0.0,0.0,0.065,30.125,0.0,boa
7.8,0.0,0.0,0.0,0.0,0.095,53.7675,0.0,boa
6.683333,0.0,0.0,0.0,0.0,0.143333,193.083333,0.0,boa
7.275,0.0,0.0,0.0,0.0,0.0325,16.7675,0.0,boa
6.875,0.0,0.0,0.0,0.0,0.165,59.125,0.0,boa
7.733333,0.0,0.0,0.0,0.0,0.11,42.333333,0.0,boa
6.96,0.0,0.0,0.0,0.0,0.152,53.28,0.0,boa
7.85,0.0,0.0,0.0,0.0,0.0825,59.47,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.045,42.165,0.0,boa
5.975,0.0,0.0,0.0,0.0,0.2325,14.3,0.0,boa
7.04,0.0,0.0,0.0,0.0,0.131,47.21,0.0,boa
7.4,0.0,0.0,0.0,0.0,0.1025,36.725,0.0,boa
7.225,0.0,0.0,0.0,0.0,0.1275,70.4,0.0,boa
7.675,0.0,0.0,0.0,0.0,0.09,73.5425,0.0,boa
3.775,0.0,0.0,0.0,0.0,0.2375,37.2,0.0,ruim
7.15,0.0,0.0,0.0,0.0,0.138,42.21,0.0,boa
7.85,0.0,0.0,0.0,0.0,0.04,19.6475,0.0,boa
8.175,0.0,0.0,0.0,0.0,0.0925,70.675,0.0,boa
6.76,0.0,0.0,0.0,0.0,0.21,66.395,0.0,boa
6.566667,0.0,0.0,0.0,0.0,0.021667,34.258333,0.0,boa
6.8,0.0,0.0,0.0,0.0,0.0175,9.59,0.0,otima
7.825,0.0,0.0,0.0,0.0,0.2025,42.395,0.0,boa
7.9,0.0,0.0,0.0,0.0,0.045,51.71,0.0,boa
7.475,0.0,0.0,0.0,0.0,0.09,36.9475,0.0,boa
6.45,0.0,0.0,0.0,0.0,0.045,1.35,0.0,boa
7.825,0.0,0.0,0.0,0.0,0.1075,113.2825,0.0,boa
7.875,0.0,0.0,0.0,0.0,0.0875,45.0,0.0,boa
6.666667,0.0,0.0,0.0,0.0,0.068333,93.066667,0.0,boa
7.125,0.0,0.0,0.0,0.0,0.1875,119.26,0.0,boa
7.7,0.0,0.0,0.0,0.0,0.2125,144.3275,0.0,boa
7.325,0.0,0.0,0.0,0.0,0.04,48.765,0.0,boa
7.475,0.0,0.0,0.0,0.0,0.13,132.3675,0.0,boa
7.3,0.0,0.0,0.0,0.0,0.025,1.165,0.0,otima
7.55,0.0,0.0,0.0,0.0,0.0575,35.475,0.0,boa
6.35,0.0,0.0,0.0,0.0,0.18,3.54,0.0,boa
